Defeat,1219,Aatrox,Fiddlesticks,Quinn,LeBlanc,Malzahar,Pyke,Rek'Sai,Jax,Shen,Kassadin
Victory,1041,Ashe,Twisted Fate,Blitzcrank,Jinx,Shen,Morgana,Sion,Sona,Ezreal,Brand
Defeat,1333,Wukong,Darius,Malphite,Zed,Xayah,Brand,Ashe,Zyra,Vi,Xerath
Defeat,900,Lulu,Malphite,Blitzcrank,Nasus,Wukong,Jayce,Lissandra,Lux,Aatrox,Singed
Victory,1083,Pantheon,Fizz,Jayce,Karma,Varus,Ornn,Lux,Fiddlesticks,Azir,Gnar
Defeat,1116,Heimerdinger,Galio,Varus,Ryze,Xayah,Ahri,Ezreal,Lux,Miss Fortune,Veigar
Defeat,823,Varus,Shyvana,Heimerdinger,Thresh,Jarvan IV,Jax,Ekko,Yasuo,Ezreal,Amumu
Victory,954,Syndra,Veigar,Fizz,Ahri,Thresh,Warwick,Kha'Zix,Quinn,Sivir,Mordekaiser
Victory,1508,Zyra,Heimerdinger,Xin Zhao,Lulu,Ashe,Singed,Annie,Vladimir,Zed,Karma
Victory,1052,Lissandra,Sona,Akali,Rammus,Morgana,Cho'Gath,Evelynn,Master Yi,Veigar,Pyke
Defeat,913,Ornn,Jarvan IV,Kalista,Karma,Irelia,Urgot,Sona,Kennen,Karthus,Twitch
Victory,994,Singed,Karthus,Jinx,Fiddlesticks,Lucian,Kai'Sa,Bard,Draven,Syndra,Lulu
Victory,1202,Nidalee,Karma,Ashe,Ahri,Corki,Nami,Sion,Twisted Fate,Darius,Soraka
Defeat,1141,Ivern,Sion,Shaco,Master Yi,Ziggs,Ezreal,Sona,Viktor,Jarvan IV,Jayce
Victory,1501,Kled,Ziggs,Nautilus,Kassadin,Xayah,Karma,Ekko,Caitlyn,Orianna,Alistar
Defeat,926,Blitzcrank,Master Yi,Ashe,Bard,Zed,Garen,Alistar,Malphite,Karthus,Vel'Koz
Defeat,1168,Ekko,Illaoi,Azir,Gangplank,Lucian,Twisted Fate,Warwick,Varus,Hecarim,Malphite
Defeat,1024,Nidalee,Kalista,Amumu,Corki,Karma,Camille,Malphite,Miss Fortune,Kennen,Ornn
Defeat,994,Braum,Talon,Xayah,Twitch,Bard,Jhin,Amumu,Nautilus,Anivia,Lux
Victory,1253,Sivir,Urgot,Viktor,Dr. Mundo,Lux,Xerath,Taliyah,Rumble,Heimerdinger,Maokai
Victory,625,Twisted Fate,Quinn,Vayne,Alistar,Jhin,Azir,Bard,Riven,Cho'Gath,Darius
Defeat,1411,Teemo,Xin Zhao,Jhin,Lissandra,Kayn,Jarvan IV,Maokai,Cassiopeia,Kha'Zix,Xayah
Defeat,1873,Vladimir,Fiora,Shyvana,Anivia,Graves,Leona,Caitlyn,Miss Fortune,Alistar,Thresh
Victory,1068,Morgana,Jhin,Ornn,Kindred,Karthus,Master Yi,Quinn,Blitzcrank,Shyvana,Zed
Defeat,1067,Kled,Bard,Wukong,Lissandra,Jinx,Lulu,Mordekaiser,Leona,Riven,Lee Sin
Defeat,1272,Lux,Gragas,Rengar,Garen,Orianna,Kayn,Viktor,Heimerdinger,Sona,Camille
Victory,1193,Ziggs,Xayah,Draven,Akali,Annie,Kai'Sa,Bard,Kha'Zix,Katarina,Gangplank
Defeat,1724,Nocturne,Lucian,Kayle,Gangplank,Zac,Ornn,Morgana,Veigar,Kog'Maw,Ezreal
Defeat,861,Varus,Annie,Swain,Blitzcrank,Zilean,Kog'Maw,Jhin,Teemo,Syndra,Caitlyn
Defeat,1258,Lulu,Viktor,Talon,Cassiopeia,Ahri,Twitch,LeBlanc,Caitlyn,Taric,Ziggs
Victory,915,Jarvan IV,Thresh,Darius,Nautilus,Dr. Mundo,Blitzcrank,Kai'Sa,Tahm Kench,Vi,Gangplank
Victory,956,Graves,Urgot,Xerath,Ekko,Miss Fortune,Maokai,Vladimir,Malzahar,Aurelion Sol,Caitlyn
Defeat,1109,Viktor,Zed,Gangplank,Orianna,Jinx,Draven,Blitzcrank,Vel'Koz,Camille,Janna
Victory,630,Zilean,Ezreal,Nasus,Sivir,Caitlyn,Illaoi,Dr. Mundo,Akali,Ashe,Azir
Defeat,839,Zilean,Kog'Maw,Ryze,Ahri,Ashe,Diana,Twisted Fate,Teemo,Thresh,Nami
Defeat,1627,Darius,Brand,Orianna,Zyra,Illaoi,Sivir,Veigar,Ryze,Janna,Corki
Victory,1491,Urgot,Vayne,Kog'Maw,Morgana,Wukong,Elise,Varus,Rumble,Draven,Jayce
Defeat,776,Teemo,LeBlanc,Thresh,Wukong,Vayne,Twisted Fate,Ekko,Vladimir,Ashe,Miss Fortune
Defeat,953,Lissandra,Rumble,Nasus,Urgot,Illaoi,Xin Zhao,Mordekaiser,Viktor,Kayn,Miss Fortune
Victory,991,Amumu,Caitlyn,Janna,Rumble,Darius,Malphite,Viktor,Tristana,Morgana,Sivir
Defeat,1484,Taliyah,Cassiopeia,Pyke,Twisted Fate,Ahri,Garen,Diana,Hecarim,Kai'Sa,Malzahar
Victory,1026,Thresh,Kog'Maw,Draven,Kai'Sa,Diana,Wukong,Leona,Darius,Elise,Twitch
Defeat,1112,Caitlyn,Maokai,Ashe,Jhin,Kayn,Ezreal,Syndra,Nami,Olaf,Fiddlesticks
Defeat,1129,Draven,Caitlyn,Blitzcrank,LeBlanc,Ekko,Janna,Corki,Dr. Mundo,Riven,Miss Fortune
Defeat,1089,Nasus,Anivia,Kalista,Pantheon,Morgana,Akali,Udyr,Varus,Sona,Nidalee
Victory,538,Sona,Ziggs,Lissandra,Syndra,Sivir,Lux,Gnar,Poppy,Akali,Shyvana
Defeat,1680,Vayne,Xerath,Gragas,Pantheon,Malzahar,Vel'Koz,Ahri,Pyke,Talon,Nasus
Victory,982,Draven,Nasus,Diana,Katarina,Kai'Sa,Thresh,Kindred,Shen,Kha'Zix,Syndra
Defeat,807,Zed,Teemo,Ziggs,Camille,Twisted Fate,Rakan,Viktor,Karma,Nautilus,Kog'Maw
Victory,748,Annie,Sona,Ashe,Cassiopeia,Shyvana,Fiddlesticks,Viktor,Urgot,Ryze,Draven
Victory,499,Karma,Urgot,Jhin,Zilean,Maokai,Orianna,Trundle,Sona,Miss Fortune,Gragas
Victory,1171,Gangplank,Nasus,Morgana,Jinx,Master Yi,Galio,Fiddlesticks,Jhin,Caitlyn,Rammus
Defeat,838,Nidalee,Nautilus,Dr. Mundo,Quinn,Master Yi,Ashe,Irelia,Illaoi,Xayah,Garen
Defeat,1249,Morgana,Kled,Urgot,Maokai,Karma,Graves,Illaoi,Vel'Koz,Galio,Lulu
