Victory,785,Illaoi,Kayle,Viktor,Shen,Jhin,Soraka,Ahri,Ashe,Nautilus,Zed
Defeat,1005,Azir,Corki,Darius,Quinn,Swain,Jhin,Nunu & Willump,Nami,Ekko,Twisted Fate
Defeat,957,Blitzcrank,Trundle,Camille,Pantheon,Garen,Yasuo,Ryze,Galio,Orianna,Ekko
Defeat,1010,Rakan,Sivir,Wukong,Syndra,Twisted Fate,Jarvan IV,Lissandra,Annie,Evelynn,Vayne
Victory,1735,Kog'Maw,Graves,Xayah,Ornn,Diana,Bard,Orianna,Ezreal,Master Yi,Malphite
Victory,1525,Gangplank,Ziggs,LeBlanc,Garen,Rakan,Kennen,Vel'Koz,Thresh,Maokai,Lulu
Victory,1055,Ryze,Kai'Sa,Veigar,Blitzcrank,Alistar,Kindred,Rumble,Orianna,Ekko,Quinn
Victory,1162,Master Yi,Sivir,Maokai,Shen,Caitlyn,Zilean,Nasus,Fiora,Ziggs,Fiddlesticks
Victory,1051,Alistar,Morgana,Nidalee,Malzahar,Galio,Rammus,Xerath,Rek'Sai,Cassiopeia,Annie
Victory,1550,Viktor,Aatrox,Orianna,Fiddlesticks,Gangplank,Lissandra,Alistar,Pyke,Poppy,Urgot
Defeat,1046,Quinn,Master Yi,Pyke,Vladimir,Heimerdinger,LeBlanc,Dr. Mundo,Alistar,Gangplank,Veigar
Victory,836,Twitch,Vladimir,Jinx,Gnar,Zed,Ryze,Xayah,Malzahar,Veigar,Taric
Victory,1702,Gangplank,Zilean,Nasus,Darius,Rengar,Shen,Janna,Xerath,Morgana,Pyke
Defeat,1320,Taliyah,Lulu,Miss Fortune,Kennen,Blitzcrank,Maokai,Vayne,Kog'Maw,Master Yi,Amumu
Defeat,1221,Brand,Alistar,Janna,Blitzcrank,Zilean,Morgana,Kai'Sa,Galio,Sona,Jinx
Victory,1291,Kog'Maw,Vladimir,Lux,Twitch,Shaco,Quinn,Twisted Fate,Heimerdinger,Ezreal,Cassiopeia
Victory,1063,Viktor,Malphite,Lux,Nocturne,Zyra,Azir,Malzahar,Swain,Vayne,Nautilus
Defeat,514,Viktor,Gnar,Ekko,Vayne,Zyra,Ezreal,Fiddlesticks,Illaoi,Darius,Aurelion Sol
Victory,864,Ryze,Kog'Maw,Illaoi,Twisted Fate,Jhin,LeBlanc,Jax,Quinn,Blitzcrank,Ekko
Victory,1299,Janna,Gangplank,Malphite,Ashe,Akali,Nunu & Willump,Nautilus,Pantheon,Gnar,LeBlanc
Defeat,857,Jayce,Ashe,Thresh,Xin Zhao,Bard,Vel'Koz,Gangplank,Corki,Blitzcrank,Taric
Defeat,707,Annie,Vayne,Darius,Lulu,Orianna,Ashe,Zed,Pantheon,Xerath,Ekko
Defeat,1058,Caitlyn,Swain,Malphite,Nasus,Amumu,Brand,Yasuo,Alistar,Karma,Maokai
Victory,1238,Viktor,Xayah,Kalista,Singed,Brand,Fiora,Jarvan IV,Urgot,Cassiopeia,Maokai
Victory,951,Maokai,Master Yi,Ahri,Kled,Leona,Malphite,Sona,Bard,Kalista,Fizz
Victory,1336,Viktor,Kayn,Miss Fortune,Orianna,Darius,Katarina,Fizz,Teemo,Nasus,Riven
Victory,1100,Draven,Ryze,Yasuo,Xayah,Brand,Olaf,Twitch,Skarner,Illaoi,Lissandra
